post_order,category,file_slug,id,slug,status,tt_caption,tt_hashtags,tt_scheduled_date,tt_url,tt_views,notes
98,learn,C123_learn-mca-trap,C123,learn-mca-trap,pending,"MCA: Merchant Cash Advance.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #warning",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #warning,,,,5 slides
99,product,PC7_product-stop-doing,PC7,product-stop-doing,pending,"5 things you stop doing with Able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
100,legacy,C9_three-personas,C9,three-personas,pending,"Which one are you?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
101,brand-script,C248_brandscript-weekly-rhythm,C248,brandscript-weekly-rhythm,pending,"You want a money habit that takes 10 minutes a week.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #brandscript",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #brandscript,,,,6 slides
102,identity,C254_identity-accountant-call-calm,C254,identity-accountant-call-calm,pending,"Accountant call. Used to be a panic call.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity,,,,5 slides
103,scenario,C107_scenario-card-declined,C107,scenario-card-declined,pending,"Buying coffee. Card said no.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario,,,,5 slides
104,persona,C103_persona-tipped-server,C103,persona-tipped-server,pending,"Tuesday: $84. Saturday: $340.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tips,,,,5 slides
105,feature,C99_feature-dashboard,C99,feature-dashboard,pending,"One screen. Where everything fits.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #home",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #home,,,,5 slides
106,day-1-31,C262_tipped-day-1-31,C262,tipped-day-1-31,pending,"Tipped server. Day 1. Friday shift. Cash + cards.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tips,,,,5 slides
107,listicle,C194_list-inconsistent-income-tips,C194,list-inconsistent-income-tips,pending,"6 tips for managing inconsistent income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #6tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #6tips,,,,8 slides
108,learn,C124_learn-business-denied,C124,learn-business-denied,pending,"Small biz loan applications: 80% get denied.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #funding",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #funding,,,,5 slides
109,legacy,C10_save-more,C10,save-more,pending,"'Save more' isn't a plan.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
110,brand-script,C250_brandscript-end-the-cycle,C250,brandscript-end-the-cycle,pending,"You want to end the Day 1-31 cycle.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #brandscript",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #brandscript,,,,6 slides
111,identity,C255_identity-said-no-to-client,C255,identity-said-no-to-client,pending,"You said no to a bad client.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity,,,,5 slides
112,scenario,C108_scenario-year-end,C108,scenario-year-end,pending,"December 31. Twelve months in.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario,,,,5 slides
113,persona,C104_persona-nurse-prn,C104,persona-nurse-prn,pending,"PRN. Travel. Per-diem. Income that shifts like you do.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #nurse",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #nurse,,,,5 slides
114,day-1-31,C263_nurse-day-1-31,C263,nurse-day-1-31,pending,"Nurse, PRN. Day 1. Paycheck from this week's contract.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #nurse",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #nurse,,,,5 slides
115,listicle,C196_list-big-check-tips,C196,list-big-check-tips,pending,"5 tips for handling a big check.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
116,learn,C137_learn-debt-variable-income,C137,learn-debt-variable-income,pending,"Every debt book assumes a steady paycheck.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #debt",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #debt,,,,5 slides
117,legacy,C11_math-of-waiting,C11,math-of-waiting,pending,"The cost of waiting.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
118,brand-script,C249_brandscript-finally-save,C249,brandscript-finally-save,pending,"You want to actually build savings.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #brandscript",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #brandscript,,,,6 slides
119,identity,C256_identity-no-dread-opening-app,C256,identity-no-dread-opening-app,pending,"Morning routine. Open the budget app without dread.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity,,,,5 slides
120,scenario,C109_scenario-medical-bill,C109,scenario-medical-bill,pending,"$1,200 bill you didn't plan for.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario,,,,5 slides
121,listicle,C195_list-slow-month-tips,C195,list-slow-month-tips,pending,"5 tips for surviving a slow month.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
122,learn,C125_learn-credit-utilization,C125,learn-credit-utilization,pending,"Credit utilization: the fastest way to boost your score.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit,,,,5 slides
123,legacy,C12_first-week,C12,first-week,pending,"Your first week with Able.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
124,brand-script,C264_brandscript-designer,C264,brandscript-designer,pending,"You want to stop the Net-60 panic.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #design",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #design,,,,6 slides
125,identity,C257_identity-caught-up-debt,C257,identity-caught-up-debt,pending,"""I caught up."" Words you never thought you'd say.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity,,,,5 slides
126,scenario,C110_scenario-2am-panic,C110,scenario-2am-panic,pending,"2 AM. Checking your balance. Again.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #scenario,,,,5 slides
127,listicle,C197_list-first-year-freelancer-tips,C197,list-first-year-freelancer-tips,pending,"5 tips for first-year freelancers.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
128,learn,C138_learn-debt-to-income,C138,learn-debt-to-income,pending,"Debt-to-income. The number every lender checks.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #dti",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #dti,,,,5 slides
129,legacy,C13_april-no-panic,C13,april-no-panic,pending,"April without the panic.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
130,brand-script,C265_brandscript-real-estate,C265,brandscript-real-estate,pending,"You want to pay yourself between closings.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #realestate",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #realestate,,,,6 slides
131,identity,C258_identity-day-one-year-two,C258,identity-day-one-year-two,pending,"Year 2, Day 1. Same income shape.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity,,,,5 slides
132,listicle,C198_list-credit-score-mistakes,C198,list-credit-score-mistakes,pending,"5 mistakes that kill your credit score.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
133,learn,C140_learn-collections,C140,learn-collections,pending,"Collections notice? Don't panic. Use the system.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #collections",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #collections,,,,5 slides
134,legacy,C14_monthly-or-annual,C14,monthly-or-annual,pending,"Monthly or annual?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
135,brand-script,C267_brandscript-tipped,C267,brandscript-tipped,pending,"You want to stop the Tuesday-vs-Saturday whiplash.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tips,,,,6 slides
136,listicle,C200_list-tax-mistakes,C200,list-tax-mistakes,pending,"6 tax mistakes self-employed people make.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #6mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #6mistakes,,,,8 slides
137,learn,C141_learn-negotiate-creditors,C141,learn-negotiate-creditors,pending,"You have more leverage than you think.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #negotiate",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #negotiate,,,,5 slides
138,legacy,C15_what-able-isnt,C15,what-able-isnt,pending,"Things Able doesn't do.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
139,brand-script,C266_brandscript-etsy,C266,brandscript-etsy,pending,"You want to weather the post-holiday cliff.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #seller",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #seller,,,,6 slides
140,listicle,C202_list-save-20-doesnt-work,C202,list-save-20-doesnt-work,pending,"5 reasons ""Save 20%"" doesn't work for variable income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
141,learn,C139_learn-debt-consolidation,C139,learn-debt-consolidation,pending,"Consolidation: a tool. Not a magic fix.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #consolidation",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #consolidation,,,,5 slides
142,legacy,C16_feast-or-famine,C16,feast-or-famine,pending,"The feast or famine cycle.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
143,brand-script,C268_brandscript-nurse,C268,brandscript-nurse,pending,"You want variable schedule, consistent pay.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #nurse",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #nurse,,,,6 slides
144,listicle,C201_list-reserve-benefits,C201,list-reserve-benefits,pending,"5 benefits of the reserve.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5benefits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5benefits,,,,7 slides
145,learn,C142_learn-debt-feels-impossible,C142,learn-debt-feels-impossible,pending,"Make money. Pay minimums. End up back where you started.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #debtcycle",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #debtcycle,,,,5 slides
146,legacy,C17_freelancer-budget,C17,freelancer-budget,pending,"How to budget as a freelancer.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
147,listicle,C203_list-per-deposit-tax-reasons,C203,list-per-deposit-tax-reasons,pending,"4 reasons per-deposit tax beats the April scramble.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4reasons,,,,6 slides
148,learn,C144_learn-credit-score-factors,C144,learn-credit-score-factors,pending,"Your credit score: five factors behind one number.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit,,,,5 slides
149,legacy,C18_steady-paycheck,C18,steady-paycheck,pending,"Your income is lumpy. Your bills are not.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
150,listicle,C204_list-business-credit-tips,C204,list-business-credit-tips,pending,"5 tips for building business credit fast.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
151,learn,C143_learn-good-vs-bad-debt,C143,learn-good-vs-bad-debt,pending,"Not all debt is the enemy.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #debt",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #debt,,,,5 slides
152,legacy,C19_creator-budget,C19,creator-budget,pending,"Creator income is five incomes.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
153,listicle,C205_list-negotiate-creditors-tips,C205,list-negotiate-creditors-tips,pending,"5 tips for negotiating with creditors.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
154,learn,C151_learn-rule-of-72,C151,learn-rule-of-72,pending,"Rule of 72: the math shortcut that reveals everything.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #math",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #math,,,,5 slides
155,legacy,C21_real-estate-agent,C21,real-estate-agent,pending,"How agents budget commission.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
156,listicle,C206_list-bonus-check-tips,C206,list-bonus-check-tips,pending,"5 tips for the bonus check.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5tips,,,,7 slides
157,learn,C152_learn-compound-interest,C152,learn-compound-interest,pending,"Year 15: the curve bends.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #compounding",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #compounding,,,,5 slides
158,legacy,C20_designer-developer,C20,designer-developer,pending,"How designers and devs budget.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
159,listicle,C207_list-new-freelancer-mistakes,C207,list-new-freelancer-mistakes,pending,"5 mistakes new freelancers make.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
160,learn,C153_learn-money-skill,C153,learn-money-skill,pending,"Money isn't a personality trait.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #identity,,,,5 slides
161,legacy,C23_etsy-seller,C23,etsy-seller,pending,"How Etsy sellers budget variable sales.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
162,listicle,C208_list-funding-application-mistakes,C208,list-funding-application-mistakes,pending,"5 mistakes on a funding application.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
163,learn,C154_learn-life-firsts,C154,learn-life-firsts,pending,"First car. First home. Marriage. Family.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #lifemoments",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #lifemoments,,,,5 slides
164,legacy,C22_rideshare-driver,C22,rideshare-driver,pending,"How drivers budget gig income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
165,listicle,C209_list-good-month-leak-mistakes,C209,list-good-month-leak-mistakes,pending,"5 mistakes that turn a good month into a leak.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5mistakes,,,,7 slides
166,learn,C161_learn-pyf-variable-income,C161,learn-pyf-variable-income,pending,"""Save 10% of monthly income."" It breaks on variable income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #pyf",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #pyf,,,,5 slides
167,legacy,C25_commission-income,C25,commission-income,pending,"Commission survival guide.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
168,listicle,C210_list-emergency-fund-benefits,C210,list-emergency-fund-benefits,pending,"5 benefits of an emergency fund for variable income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5benefits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5benefits,,,,7 slides
169,learn,C157_learn-schedule-c,C157,learn-schedule-c,pending,"Schedule C. Where self-employed income lives.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tax",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #tax,,,,5 slides
170,legacy,C24_coach-consultant,C24,coach-consultant,pending,"How coaches budget sessions.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
171,listicle,C212_list-save-10-doesnt-stick,C212,list-save-10-doesnt-stick,pending,"5 reasons ""save 10%"" never sticks.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
172,learn,C162_learn-pyf-mistakes,C162,learn-pyf-mistakes,pending,"Owner-pay mistakes most owners repeat.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #mistakes",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #mistakes,,,,5 slides
173,legacy,C26_emergency-fund,C26,emergency-fund,pending,"Three months isn't enough.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
174,listicle,C211_list-per-deposit-tax-benefits,C211,list-per-deposit-tax-benefits,pending,"4 benefits of per-deposit tax routing.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4benefits",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #4benefits,,,,6 slides
175,learn,C163_learn-pyf-percentage,C163,learn-pyf-percentage,pending,"What % do you pick? The number you won't skip on the worst week.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #pyf",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #pyf,,,,5 slides
176,legacy,C27_tax-set-aside,C27,tax-set-aside,pending,"How much for taxes?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
177,listicle,C213_list-emergency-fund-zero-reasons,C213,list-emergency-fund-zero-reasons,pending,"5 reasons your emergency fund stays at zero.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
178,learn,C164_learn-owner-pay-ladder,C164,learn-owner-pay-ladder,pending,"Owner pay isn't fixed. It's a ladder.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #ladder",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #ladder,,,,5 slides
179,legacy,C28_1099-nec,C28,1099-nec,pending,"What is a 1099-NEC?

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
180,listicle,C214_list-tracking-doesnt-fix-leak,C214,list-tracking-doesnt-fix-leak,pending,"5 reasons ""track everything"" doesn't fix the leak.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
181,learn,C165_learn-pyf-in-debt,C165,learn-pyf-in-debt,pending,"Standard advice: all-against-debt. It breaks.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #indebt",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #indebt,,,,5 slides
182,legacy,C34_get-out-of-debt,C34,get-out-of-debt,pending,"Debt with variable income.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
183,listicle,C215_list-zero-day-30-reasons,C215,list-zero-day-30-reasons,pending,"5 reasons you end up at $0 on Day 30.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
184,learn,C166_learn-owner-pay-account,C166,learn-owner-pay-account,pending,"Owner-pay label isn't enough.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #setup",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #setup,,,,5 slides
185,legacy,C30_bad-month-quarterly,C30,bad-month-quarterly,pending,"Quarterlies due. Bad month.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,6 slides
186,listicle,C216_list-debt-payoff-stalled,C216,list-debt-payoff-stalled,pending,"5 reasons your debt payoff stalled.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
187,learn,C168_learn-grants,C168,learn-grants,pending,"Free money exists. But it takes work.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #grants",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #grants,,,,5 slides
188,legacy,C35_credit-score,C35,credit-score,pending,"Your credit in 6 slides.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
189,listicle,C217_list-traditional-advice-fails,C217,list-traditional-advice-fails,pending,"5 reasons traditional advice fails freelancers.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
190,learn,C167_learn-business-credit-cards,C167,learn-business-credit-cards,pending,"Two flavors of business cards.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #bizcards",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #bizcards,,,,5 slides
191,legacy,C36_pay-yourself-first,C36,pay-yourself-first,pending,"Pay yourself automatically.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,7 slides
192,listicle,C218_list-reserve-never-grew,C218,list-reserve-never-grew,pending,"5 reasons your reserve never grew.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #5reasons,,,,7 slides
193,learn,C169_learn-personal-vs-business-credit,C169,learn-personal-vs-business-credit,pending,"Personal credit follows you.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #credit,,,,5 slides
194,legacy,C37_how-money-works,C37,how-money-works,pending,"How money actually grows.

#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe",#variableincome #freelancetok #1099 #freelancer #smallbiz #budgetingtips #fyp #swipe,,,,8 slides
